,State,City,Zip,Address,Phone
1733,Connecticut,Greenwich,6830,81 Holly Hill Lane , (203) 324-6127 
1734,Connecticut,Greenwich,6830,20 Bridge Street , (203) 629-2822 
1735,Connecticut,Groton,6340,1353 Gold Star Highway , (860) 449-9947 
1736,Connecticut,Guilford,6437,1575 Boston Post Road , (203) 458-2134 
1737,Connecticut,Hamden,6517,1400 Whitney Avenue , (203) 248-2116x269 
1738,Connecticut,Hamden,6514,41 Marne Street , (203) 691-9383 
1739,Connecticut,Hamden,6518,2080 Whitney Avenue , (203) 747-3480 
1740,Connecticut,Hartford,6112,500 Vine Street , (860) 297-0999 
1741,Connecticut,Hartford,6120,500 Albany Avenue , (860) 249-9625x737 
1742,Connecticut,Hartford,6120,330 Market Street , (860) 761-7900 
1743,Connecticut,Hartford,6120,2550 Main Street , (860) 548-0101 
1744,Connecticut,Hartford,6106,200 Retreat Avenue , (860) 545-7001 
1745,Connecticut,Hartford,6112,16 Coventry Street , (860) 569-5900 
1746,Connecticut,Hartford,6106,157 Charter Oak Avenue , (860) 243-4416 
1747,Connecticut,Hartford,6112,675 Tower Avenue , (860) 714-2750 
1748,Connecticut,Hartford,6105,43 Woodland Street , (860) 793-3500 
1749,Connecticut,Hartford,6105,43 Woodland Street , (860) 793-3500 
1750,Connecticut,Jewett City,6351,226 East Main Street , (860) 822-4900 
1751,Connecticut,Litchfield,6759,550 Goshen Road , (860) 567-9423 
1752,Connecticut,Madison,6443,175 Copse Road , (203) 245-2778 
1753,Connecticut,Manchester,6040,317 North Main Street , (860) 643-2101 
1754,Connecticut,Manchester,6040,444 Center Street , (860) 731-5522 
1755,Connecticut,Manchester,6042,150 North Main Street , (860) 533-3434x3856 
1756,Connecticut,Manchester,6040,71 Haynes Street , (860) 646-1222x2481 
1757,Connecticut,Mansfield Center,6250,7 Ledgebrook Drive , (860) 731-5522 
1758,Connecticut,Mansfield Center,6250,189 Storrs Road , (860) 456-1311 
1759,Connecticut,Mansfield Center,6250,189 Storrs Road , (860) 456-1311 
1760,Connecticut,Mansfield Center,6250,151 Storrs Road , (860) 465-5960 
1761,Connecticut,Mansfield Center,6250,140 North Frontage Road , (860) 456-2261 
1762,Connecticut,Meriden,6451,1 Colony Street , (203) 440-4622 
1763,Connecticut,Meriden,6450,883 Paddock Avenue , (203) 630-5280 
1764,Connecticut,Middletown,6457,1000 Silver Street , (860) 262-5000 
1765,Connecticut,Middletown,6457,230 Main Street Extension , (860) 343-5303 
1766,Connecticut,Middletown,6457,51 Broad Street , (860) 358-3401 
1767,Connecticut,Middletown,6457,33 Pleasant Street , (860) 358-8801 
1768,Connecticut,Middletown,6457,351 Silver Street , (860) 262-5200 
1769,Connecticut,Milford,6460,941-949 Bridgeport Avenue , (203) 878-6365 
1770,Connecticut,Moosup,6354,120-122 Plainfield Road , (860) 892-7042x1207 
1771,Connecticut,Naugatuck,6770,30 Church Street , (203) 805-4929x3450 
1772,Connecticut,New Britain,6051,233 Main Street , (860) 826-1358x1649 
1773,Connecticut,New Britain,6052,5 Hart Street , (860) 229-4850 
1774,Connecticut,New Britain,6052,33 Highland Street , (860) 224-8192 
1775,Connecticut,New Britain,6052,33 Highland Street , (860) 223-1922x1957 
1776,Connecticut,New Britain,6051,111 Clinic Drive , (860) 224-8880x3310 
1777,Connecticut,New Britain,6051,145 Whiting Street , (860) 357-4467 
1778,Connecticut,New Britain,6052,73 Cedar Street , (860) 224-5300 
1779,Connecticut,New Britain,6052,73 Cedar Street , (860) 224-5267 
1780,Connecticut,New Britain,6052,100 Grand Street , (860) 224-5011x5285 
1781,Connecticut,New Britain,6052,370 Linwood Street , (860) 826-2269 
1782,Connecticut,New Britain,6053,75 North Mountain Road , (860) 793-3500 
1783,Connecticut,New Haven,6519,400 Columbus Avenue , (203) 503-3075 
1784,Connecticut,New Haven,6511,93 Edwards Street , (203) 772-1270x1239 
1785,Connecticut,New Haven,6511,282 Dwight Street , (203) 777-3216 
1786,Connecticut,New Haven,6510,900 Chapel Street , (203) 787-2111 
1787,Connecticut,New Haven,6511,226 Dixwell Avenue , (203) 503-3457 
1788,Connecticut,New Haven,6511,226 Dixwell Avenue , (203) 503-3470 
1789,Connecticut,New Haven,6511,913 State Street , (203) 503-3660 
1790,Connecticut,New Haven,6515,122 Wilmot Road , (203) 503-3740 
1791,Connecticut,New Haven,6510,900 Chapel Street , (844) 546-2614 
1792,Connecticut,New Haven,6513,374 Grand Avenue , (203) 777-7411 
1793,Connecticut,New Haven,6511,116 Sherman Avenue , (203) 781-0226x1106 
1794,Connecticut,New Haven,6511,350 George Street , (203) 785-6862 
1795,Connecticut,New Haven,6515,1440 Whalley Avenue , (203) 389-5599x113 
1796,Connecticut,New Haven,6511,350 George Street , (203) 785-2513 
1797,Connecticut,New Haven,6511,350 George Street , (203) 785-2540 
1798,Connecticut,New Haven,6511,98-100 Park Street , (203) 848-3061x4222 
1799,Connecticut,New Haven,6511,646 George Street , (203) 789-5150 
1800,Connecticut,New Haven,6511,1294 Chapel Street , (203) 784-8700 
1801,Connecticut,New Haven,6504,20 York Street , (203) 688-9907 
1802,Connecticut,New Haven,6511,1450 Chapel Street , (203) 688-9907 
1803,Connecticut,New Haven,6519,184 Liberty Street , (203) 688-9704 
1804,Connecticut,New Haven,6511,425 George Street , (203) 688-3182 
1805,Connecticut,Newington,6111,555 Willard Avenue , (860) 667-6747 
1806,Connecticut,New London,6320,28 Huntington Street , (860) 443-5328 
1807,Connecticut,New London,6320,365 Montauk Avenue , (860) 442-0711 
1808,Connecticut,New London,6320,21 Montauk Avenue , (860) 439-6400 
1809,Connecticut,New London,6320,351 North Frontage Road , (860) 442-4319 
1810,Connecticut,New Milford,6776,325 Danbury Road , (860) 354-8556 
1811,Connecticut,New Milford,6776,23 Poplar Street , (860) 210-5350 
1812,Connecticut,North Haven,6473,5 Linsley Street , (203) 239-5321x500 
1813,Connecticut,Norwalk,6851,120 East Avenue , (203) 750-9711 
1814,Connecticut,Norwalk,6851,100 East Avenue , (203) 939-9339x101 
1815,Connecticut,Norwalk,6851,100 East Avenue , (203) 299-1315 
1816,Connecticut,Norwalk,6854,20 North Main Street , (203) 838-6508x6238 
1817,Connecticut,Norwalk,6850,4 Byington Place , (203) 866-2541 
1818,Connecticut,Norwalk,6850,9 Mott Avenue , (203) 855-8765 
1819,Connecticut,Norwalk,6855,4 Saint John Street , (203) 857-1155 
1820,Connecticut,Norwalk,6850,16 Elmcrest Terrace , (203) 857-1158 
1821,Connecticut,Norwalk,6851,12 Genoa Street , (203) 857-0188 
1822,Connecticut,Norwalk,6850,34 Maple Street , (203) 852-2292 
1823,Connecticut,Norwalk,6851,1 Lois Street , (203) 221-8899 
1824,Connecticut,Norwich,6360,331 Main Street , (860) 889-8346x284 
1825,Connecticut,Norwich,6360,11 Stott Avenue , (860) 823-5320 
1826,Connecticut,Norwich,6360,2 Cliff Street , (860) 887-6536 
1827,Connecticut,Norwich,6360,113 Salem Turnpike , (860) 439-6400 
1828,Connecticut,Norwich,6360,401 West Thames Street , (860) 859-4500 
1829,Connecticut,Norwich,6360,47 Town Street , (860) 822-4237x1409 
1830,Connecticut,Norwich,6360,2 Clinic Drive , (860) 886-7500x310 
1831,Connecticut,Norwich,6360,326 Washington Street , (860) 823-6322 
1832,Connecticut,Plainville,6062,91 NW Drive , (860) 793-3500 
1833,Connecticut,Plainville,6062,91 NW Drive , (860) 223-8885 
1834,Connecticut,Putnam,6260,320 Pomfret Street , (860) 963-6385 
1835,Connecticut,Quaker Hill,6375,78 Hunts Brook Road , (860) 442-9454 
1836,Connecticut,Sandy Hook,6482,15 Berkshire Road , (203) 270-4335 
1837,Connecticut,Sharon,6069,50 Hospital Hill Road , (860) 364-4458 
1838,Connecticut,Shelton,6484,2 Trap Falls Road , (203) 816-6424 
1839,Connecticut,Southport,6890,1320 Mill Hill Road , (866) 862-3631 
1840,Connecticut,South Windsor,6074,2400 Tamarack Avenue , (860) 467-2210 
1841,Connecticut,Stafford Springs,6076,201 Chestnut Hill Road , (860) 684-8290 
1842,Connecticut,Stafford Springs,6076,21 Hyde Park Road , (860) 684-4239 
1843,Connecticut,Stamford,6902,103 West Broad Street , (203) 324-6127 
1844,Connecticut,Stamford,6901,401 Shippan Avenue , (203) 517-3319 
1845,Connecticut,Stamford,6901,83 Lockwood Avenue , (203) 324-6127 
1846,Connecticut,Stamford,6901,141 Franklin Street , (203) 602-4441x2207 
1847,Connecticut,Stamford,6902,60 Palmers Hill Road , (203) 324-3167 
1848,Connecticut,Stamford,6902,1351 Washington Boulevard , (203) 388-1600 
1849,Connecticut,Stamford,6902,1616 Washington Boulevard , (203) 324-1816 
1850,Connecticut,Stamford,6902,1351 Washington Boulevard , (203) 621-3750 
1851,Connecticut,Stamford,6901,196 Greyrock Place , (203) 921-4161 
1852,Connecticut,Stamford,6904,1 Hospital Plaza , (203) 276-1000 
1853,Connecticut,Stratford,6615,80 Ferry Boulevard , (203) 378-1654 
1854,Connecticut,Stratford,6614,3300 Main Street , (203) 378-4514 
1855,Connecticut,Thompson,6277,75 Church Street , (860) 928-5900 
1856,Connecticut,Torrington,6790,50 Litchfield Street , (860) 489-3391 
1857,Connecticut,Torrington,6790,469 Migeon Avenue , (860) 489-0931x125 
1858,Connecticut,Torrington,6790,100 Commercial Boulevard , (860) 482-8561 
1859,Connecticut,Torrington,6790,168 South Main Street , (860) 482-7600 
1860,Connecticut,Torrington,6790,58 High Street , (860) 496-2100 
1861,Connecticut,Torrington,6790,249 Winsted Road , (860) 496-3700 
1862,Connecticut,Vernon Rockville,6066,27 Naek Road , (860) 872-9825 
1863,Connecticut,Vernon Rockville,6066,428 Hartford Turnpike , (860) 870-0119 
1864,Connecticut,Washington,6793,81 Sabbaday Lane , (860) 868-7377 
1865,Connecticut,Waterbury,6702,51 North Elm Street , (203) 574-4000 
1866,Connecticut,Waterbury,6702,80 Prospect Street , (860) 567-9423x303 
1867,Connecticut,Waterbury,6704,22 Chase River Road , (203) 753-2153 
1868,Connecticut,Waterbury,6702,70 Central Avenue , (203) 346-1931 
1869,Connecticut,Waterbury,6702,80 Phoenix Avenue , (203) 756-8021x3560 
1870,Connecticut,Waterbury,6706,1309 South Main Street , (203) 756-8021x3529 
1871,Connecticut,Waterbury,6708,88 Grandview Avenue , (203) 573-6500 
1872,Connecticut,Waterbury,6702,255 Bank Street , (203) 596-9724 
1873,Connecticut,Waterbury,6702,141 East Main Street , (203) 575-0466x1115 
1874,Connecticut,West Hartford,6107,139 North Main Street , (860) 570-2298 
1875,Connecticut,West Hartford,6107,1038 Farmington Avenue , (860) 313-1119x1302 
1876,Connecticut,West Haven,6516,98 Elm Street , (203) 772-1270 
1877,Connecticut,West Haven,6516,270 Center Street , (203) 974-5900 
1878,Connecticut,West Haven,6516,950 Campbell Avenue , (203) 932-5711x2463 
1879,Connecticut,West Haven,6516,285 Main Street , (203) 503-3520 
1880,Connecticut,Westport,6880,90 Post Road West , (203) 227-7644 
1881,Connecticut,Willimantic,6226,433 Valley Street , (860) 731-5522 
1882,Connecticut,Willimantic,6226,40 Mansfield Avenue , (860) 450-0585 
1883,Connecticut,Willimantic,6226,54 North Street , (860) 450-7122x2023 
1884,Delaware,Claymont,19703,590 Namaans Road , (302) 656-8326 
1885,Delaware,Dover,19904,103 Mont Blanc Boulevard , (302) 678-3020 
1886,Delaware,Dover,19901,725 Horsepond Road , (302) 741-0140 
1887,Delaware,Dover,19901,1198 South Governors Avenue , (800) 461-8262x2400 
1888,Delaware,Dover,19901,156 South State Street , (302) 674-2380x1218 
1889,Delaware,Dover,19904,32 West Loockeman Street , (302) 730-0720 
1890,Delaware,Dover,19904,27 Salisbury Road , (302) 672-7159 
1891,Delaware,Georgetown,19947,21444 Carmean Way , (302) 855-1233x1116 
1892,Delaware,Lewes,19958,31168 Learning Lane , (302) 645-5338 
1893,Delaware,Lewes,19958,20684 John J Williams Highway , (302) 478-9411x401 
1894,Delaware,Middletown,19709,118 Sandhill Drive , (302) 674-2380x1218 
1895,Delaware,Milford,19963,1 Sussex Avenue , (302) 855-1233x1400 
1896,Delaware,Milford,19963,993 North Dupont Highway , (302) 674-2380 
1897,Delaware,Newark,19718,4755 Ogletown Stanton Road , (302) 733-2881 
1898,Delaware,Newark,19711,1423 Capitol Trail , (833) 886-2277 
1899,Delaware,Newark,19702,261 Chapman Road , (302) 455-9333 
1900,Delaware,Newark,19711,288 East Main Street , (302) 478-9411 
1901,Delaware,Newark,19713,910 South Chapel Street , (302) 224-1400x302 
1902,Delaware,Newark,19713,100 Rockford Drive , (302) 996-5480 
1903,Delaware,New Castle,19720,14 Central Avenue , (302) 577-2484 
1904,Delaware,New Castle,19720,1901 North Dupont Highway , (302) 255-2710 
1905,Delaware,Seaford,19973,900 Health Services Drive , (302) 262-3505 
1906,Delaware,Seaford,19973,300 High Street  , (302) 855-1233x1124 
1907,Delaware,Wilmington,19808,1812 Newport Gap Pike , (302) 999-1106 
1908,Delaware,Wilmington,19801,501 West 14th Street , (302) 320-2118 
1909,Delaware,Wilmington,19806,1213 Delaware Avenue , (302) 652-3948x1121 
1910,Delaware,Wilmington,19803,99 Passmore Road , (302) 478-9411 
1911,Delaware,Wilmington,19803,1801 Rockland Road , (302) 651-4500 
1912,Delaware,Wilmington,19804,240 North James Street , (302) 892-9210 
1913,Delaware,Wilmington,19805,1802 West 4th Street , (302) 655-5822 
1914,District of Columbia,Washington,20011,1400 Decatur Street NW , (202) 291-4707 
1915,District of Columbia,Washington,20017,4801 Sergeant Road NE  , (202) 650-6361 
1916,District of Columbia,Washington,20052,1922 F Street NW , (202) 994-4937 
1917,District of Columbia,Washington,20020,821 Howard Road SE , (202) 698-1838 
1918,District of Columbia,Washington,20008,3000 Connecticut Avenue NW , (202) 265-2343 
1919,District of Columbia,Washington,20003,801 Pennsylvania Avenue SE , (202) 546-1512 
1920,District of Columbia,Washington,20002,2155 Champlain Street NW , (202) 540-9857 
1921,District of Columbia,Washington,20002,1338 North Capitol NW , (202) 745-0073 
1922,District of Columbia,Washington,20017,3722 12th Street NE , (202) 832-6681 
1923,District of Columbia,Washington,20015,5901 Utah Avenue NW , (202) 363-1333x224 
1924,District of Columbia,Washington,20019,3341 Benning Road NE , (202) 543-0387 
1925,District of Columbia,Washington,20037,900 23rd Street NW , (202) 715-4000x5080 
1926,District of Columbia,Washington,20032,3029 Martin Luther King Jr Avenue SE , (202) 232-6100 
1927,District of Columbia,Washington,20001,915 Rhode Island Avenue NW , (202) 232-6100 
1928,District of Columbia,Washington,20012,7852 16th Street NW , (202) 291-5008 
1929,District of Columbia,Washington,20009,1419 Columbia Road NW , (202) 319-2225 
1930,District of Columbia,Washington,20009,2333 Ontario Road NW , (202) 420-7121 
1931,District of Columbia,Washington,20011,3912 Georgia Avenue NW , (202) 420-7121 
1932,District of Columbia,Washington,20005,1313 New York Avenue NW , (202) 737-6191x106 
1933,District of Columbia,Washington,20017,216 Michigan Avenue NE , (202) 877-6333 
1934,District of Columbia,Washington,20016,5028 Wisconsin Avenue NW , (202) 237-2700 
1935,District of Columbia,Washington,20011,6323 Georgia Avenue NW , (202) 234-6855 
1936,District of Columbia,Washington,20020,2041 Martin Luther King Jr Avenue SE , (202) 234-6855 
1937,District of Columbia,Washington,20018,828 Evarts Street NE , (202) 529-2972 
1938,District of Columbia,Washington,20019,5820 Dix Street NE , (202) 547-3870 
1939,District of Columbia,Washington,20032,1100 Alabama Avenue SE , (202) 299-5100 
1940,District of Columbia,Washington,20016,5255 Loughboro Road NW , (202) 537-4929 
1941,District of Columbia,Washington,20001,60 O Street NW , (202) 797-8806 
1942,District of Columbia,Washington,20010,110 Irving Street NW , (202) 877-7424 
1943,District of Columbia,Washington,20020,2041 Martin Luther King Jr Avenue SE , (202) 610-0066 
1944,District of Columbia,Washington,20008,4201 Connecticut Avenue NW , (202) 624-0010 
1945,District of Columbia,Washington,20020,2301 Martin Luther King Jr Avenue SE , (202) 745-7000 
1946,District of Columbia,Washington,20005,1525 14th Street NW , (202) 745-7000 
1947,Florida,Altamonte Springs,32714,238 North Westmonte Drive , (407) 834-0942 
1948,Florida,Apalachicola,32320,159 12th Street , (850) 653-9744 
1949,Florida,Avon Park,33825,100 West College Drive , (863) 452-3858 
1950,Florida,Avon Park,33825,950 County Road 17-A West , (863) 519-0575 
1951,Florida,Bartow,33830,1255 Golfview Avenue , (863) 519-0575 
1952,Florida,Bartow,33830,1255 Golfview Drive , (863) 519-0575x6223 
1953,Florida,Bay Pines,33744,10000 Bay Pines Boulevard , (727) 398-6661 
1954,Florida,Blountstown,32424,16869 NE Pear Street , (850) 522-4485 
1955,Florida,Boca Raton,33433,22455 Boca Rio Road , (561) 483-5300 
1956,Florida,Boca Raton,33428,21300 Ruth and Baron Coleman Boulevard , (561) 852-3333 
1957,Florida,Bonifay,32425,310 East Byrd Avenue , (850) 522-4485 
1958,Florida,Boynton Beach,33437,10301 Hagen Ranch Road , (561) 752-9490x7864 
1959,Florida,Bradenton,34205,371 6th Avenue West , (941) 782-4800x4203 
1960,Florida,Bradenton,34205,379 6th Avenue West , (941) 782-4150 
1961,Florida,Bradenton,34208,2020 26th Avenue East , (941) 782-4600 
1962,Florida,Bradenton,34208,1324 37th Avenue East , (941) 792-2222 
1963,Florida,Bradenton,34210,4480 51st Street West , (941) 251-5000 
1964,Florida,Brandon,33511,126 Lithia Pincrest Road , (813) 689-8828 
1965,Florida,Brandon,33511,119 Oakfield Drive , (813) 681-5551 
1966,Florida,Brooksville,34613,15311 Cortez Boulevard , (352) 540-9335 
1967,Florida,Brooksville,34613,7300 Grove Road , (352) 678-5553 
1968,Florida,Bunnell,32110,301 Justice Lane , (386) 236-1810 
1969,Florida,Cape Coral,33909,2489 Diplomat Parkway East , (239) 652-1800 
1970,Florida,Cape Coral,33990,1105 Cultural Park Boulevard , (239) 275-3222 
1971,Florida,Casselberry,32730,237 Fernwood Boulevard , (407) 831-2411 
1972,Florida,Casselberry,32730,8400 La Amistad Cove , (407) 332-1711 
1973,Florida,Century,32535,6021 Industrial Bouleard , (850) 256-6280 
1974,Florida,Chiefland,32626,103 NE 1st Street , (352) 439-0069 
1975,Florida,Chipley,32428,1360 Brickyard Road , (850) 415-7207 
1976,Florida,Clearwater,33756,1106 Druid Road South , (727) 584-6266 
1977,Florida,Clearwater,33756,1569 South Fort Harrison Avenue , (727) 449-0300 
1978,Florida,Clearwater,33756,626 Lakeview Road , (727) 449-8331 
1979,Florida,Clearwater,33756,300 Pinellas Street , (727) 462-7000 
1980,Florida,Clearwater,33760,2769 Whitney Road , (800) 743-6802 
1981,Florida,Clearwater,33760,2188 58th Street North , (727) 388-1220 
1982,Florida,Clearwater,33764,11300 U.S. Highway 19 North , (727) 541-2646x1006 
1983,Florida,Clermont,34711,2140 Don Wickham Drive , (352) 394-5922 
1984,Florida,Cocoa,32922,640 Brevard Avenue , (321) 433-1111 
1985,Florida,Cocoa,32922,505 Brevard Avenue , (321) 632-5792 
1986,Florida,Crawfordville,32327,43 Oak Street , (850) 926-5900 
1987,Florida,Crestview,32536,299 West Railroad Avenue , (850) 689-7810 
1988,Florida,Cross City,32628,41 NE 238th Street , (352) 471-0069 
1989,Florida,Daytona Beach,32119,2400 South Ridgewood Avenue , (904) 493-8305 
1990,Florida,Daytona Beach,32114,412 South Palmetto Avenue , (386) 254-2848 
1991,Florida,Daytona Beach,32114,303 North Clyde Morris Boulevard , (386) 254-4080 
1992,Florida,Daytona Beach,32114,841 Jimmy Ann Drive , (386) 425-3900 
1993,Florida,Daytona Beach,32119,1000 Big Tree Road , (386) 301-4073 
1994,Florida,Daytona Beach,32114,1220 Willis Avenue , (386) 236-3200 
1995,Florida,Daytona Beach,32114,225 Fentress Boulevard , (386) 236-3233 
1996,Florida,Daytona Beach,32114,207 San Juan Boulevard , (386) 236-3200 
1997,Florida,Daytona Beach,32124,1150 Red John Drive , (800) 539-4228 
1998,Florida,Deerfield Beach,33441,1431 SW 9th Avenue , (954) 834-5099 
1999,Florida,Deerfield Beach,33442,2100 SW 10th Street , (954) 570-5572 
2000,Florida,Deland,32720,701 West Plymouth Avenue , (386) 943-4522 
2001,Florida,Deland,32724,120 East New York Avenue , (386) 738-5543 
2002,Florida,Deland,32720,121 West Pennsylvania Avenue , (386) 738-9169 
2003,Florida,Deland,32720,105 West Calvin Street , (386) 254-1100 
2004,Florida,Delray Beach,33483,403 SE 1st Street , (561) 266-8866 
2005,Florida,Delray Beach,33483,120 SE 4th Avenue , (561) 266-8866 
2006,Florida,Delray Beach,33484,5440 Linton Boulevard , (561) 495-3742 
2007,Florida,Delray Beach,33484,16158 South Military Trail , (561) 737-8400 
2008,Florida,Deltona,32725,517 Deltona Boulevard , (386) 259-5413 
2009,Florida,Deltona,32725,840 Deltona Boulevard , (386) 860-1776x3205 
2010,Florida,Deltona,32725,51 Childrens Way , (386) 668-4774 
2011,Florida,Dunedin,34698,601 Main Street , (727) 733-1111 
2012,Florida,Eglin AFB,32542,100 Veterans Way , (850) 609-2650 
2013,Florida,Eustis,32726,1217 East Huffstetler Road , (352) 483-1652 
2014,Florida,Eustis,32726,201 East Magnolia Avenue , (352) 357-1550 
2015,Florida,Fernandina Beach,32034,1903 Island Walkway , (904) 277-0027 
2016,Florida,Fernandina Beach,32034,2201 Sadler Road , (904) 491-2009 
2017,Florida,Fort Lauderdale,33314,4343 South State Road 7  , (954) 368-1344 
2018,Florida,Fort Lauderdale,33311,2617 NW 9th Lane , (954) 763-2030 
2019,Florida,Fort Lauderdale,33304,1142 NE 5th Avenue , (954) 763-2030 
2020,Florida,Fort Lauderdale,33304,1133 NE 5th Terrace , (954) 763-2030 
2021,Florida,Fort Lauderdale,33304,919 NE 13th Street , (954) 763-2030 
2022,Florida,Fort Lauderdale,33304,1720 NE 11th Street , (954) 763-2030x221 
2023,Florida,Fort Lauderdale,33308,6401 North Federal Highway , (954) 776-8500 
2024,Florida,Fort Lauderdale,33316,1600 South Andrews Avenue , (954) 355-5856 
2025,Florida,Fort Lauderdale,33319,3810 Inverrary Boulevard , (754) 551-1489 
2026,Florida,Fort Lauderdale,33312,3800 West Broward Boulevard , (954) 587-1008 
2027,Florida,Fort Lauderdale,33311,1061 West Oakland Park Boulevard , (954) 792-9241x1409 
2028,Florida,Fort Lauderdale,33304,1527 NE 4th Avenue , (954) 835-5741 
2029,Florida,Fort Lauderdale,33319,7481 West Oakland Park Boulevard , (888) 852-6672 
2030,Florida,Fort Lauderdale,33334,5757 North Dixie Highway , (954) 734-2000 
2031,Florida,Fort Lauderdale,33328,5400 South University Drive , (954) 252-6413 
2032,Florida,Fort Lauderdale,33334,201 NE 40th Court , (954) 630-4181 
2033,Florida,Fort Lauderdale,33319,4700 North State Road 7 , (954) 730-7284 
2034,Florida,Fort Lauderdale,33319,4720 North State Road 7 , (954) 463-0911 
2035,Florida,Fort Lauderdale,33319,4720 North State Road 7 , (954) 485-8888 
2036,Florida,Fort Lauderdale,33311,2677 NW 19th Street , (954) 739-8066 
2037,Florida,Fort Lauderdale,33313,5800 NW 27th Court , (954) 731-2835 
2038,Florida,Fort Lauderdale,33319,4700 North State Road 7 , (954) 735-9550 
2039,Florida,Fort Lauderdale,33312,330 SW 27th Avenue , (954) 791-4300 
2040,Florida,Fort Lauderdale,33309,2900 West Prospect Road , (954) 731-1000 
2041,Florida,Fort Lauderdale,33309,2900 West Prospect Road , (954) 731-5100 
2042,Florida,Fort Lauderdale,33313,5700 NW 27th Court , (954) 735-1901 
2043,Florida,Fort Lauderdale,33328,3501 South University Drive , (954) 888-7999 
2044,Florida,Fort Lauderdale,33351,4200 North University Drive , (954) 749-7230x110 
2045,Florida,Fort Lauderdale,33313,5000 West Oakland Park Boulevard , (954) 735-6000x3542 
2046,Florida,Fort Lauderdale,33317,601 South State Road 7 , (954) 321-2296 
2047,Florida,Fort Lauderdale,33321,7425 North University Drive , (954) 724-6296 
2048,Florida,Fort Myers,33907,12550 New Brittany Boulevard , (239) 343-9180 
2049,Florida,Fort Myers,33908,9241 Park Royal Drive , (239) 985-2700 
2050,Florida,Fort Myers,33966,10140 Deer Run Farms Road , (239) 275-3222 
2051,Florida,Fort Myers,33905,2789 Ortiz Avenue , (239) 275-3222 
2052,Florida,Fort Pierce,34950,1860 North Lawnwood Circle , (772) 466-1500 
2053,Florida,Fort Pierce,34950,709 South 5th Street , (772) 672-8600 
2054,Florida,Fort Pierce,34981,4500 West Midway Road , (772) 468-5600 
2055,Florida,Fort Pierce,34982,2814 South U.S. Highway 1 , (772) 489-4726 
2056,Florida,Fort Pierce,34947,2011 South 25th Street , (772) 242-1079 
2057,Florida,Fort Walton Beach,32548,137 Hospital Drive NE , (850) 833-7500 
2058,Florida,Fort Walton Beach,32547,333 Lewis Street , (850) 833-3724 
2059,Florida,Fort Walton Beach,32547,2004 Lewis Turner Boulevard , (850) 226-7893 
2060,Florida,Gainesville,32608,1601 SW Archer Road , (352) 376-1611x7530 
2061,Florida,Gainesville,32609,825 NW 23rd Avenue , (352) 271-8605 
2062,Florida,Gainesville,32608,4300 SW 13th Street , (352) 374-5600 
2063,Florida,Gainesville,32605,6500 West Newberry Road , (352) 333-4000 
2064,Florida,Gainesville,32606,4101 NW 89th Boulevard , (352) 265-5497 
2065,Florida,Groveland,34736,611 South Main Avenue , (352) 429-5600 
2066,Florida,Hialeah,33012,551 West 51 Place , (305) 817-6560 
2067,Florida,Hialeah,33012,4225 West 20th Avenue , (305) 558-9700x5217 
2068,Florida,Hialeah,33014,15325 NW 60th Avenue , (305) 512-5388 
2069,Florida,Hilliard,32046,15891 County Road 108 , (904) 675-9140 
2070,Florida,Hilliard,32046,371015 Eastwood Road , (904) 225-8280x409 
2071,Florida,Holiday,34691,3142 Darlington Road , (727) 943-4840 
2072,Florida,Holiday,34691,1158 Alternate 19 , (727) 934-3223 
2073,Florida,Hollywood,33026,1601 North Palm Avenue , (954) 447-0010 
2074,Florida,Hollywood,33026,701 Promenade Drive , (954) 364-8842 
2075,Florida,Hollywood,33021,5925 McKinley Street , (954) 963-0992 
2076,Florida,Hollywood,33020,1957 Jackson Street , (954) 921-2600 
2077,Florida,Hollywood,33020,2421 Hollywood Boulevard , (954) 923-9111 
2078,Florida,Hollywood,33021,3501 Johnson Street , (954) 265-4293 
2079,Florida,Hollywood,33020,3400 North 29th Avenue , (954) 276-3400 
2080,Florida,Hollywood,33021,3702 Washington Street , (954) 986-1811 
2081,Florida,Hollywood,33024,7369 Sheridan Street , (954) 894-1668 
2082,Florida,Hollywood,33026,2525 Embassy Drive , (954) 272-0806 
2083,Florida,Hollywood,33021,450 North Park Road , (954) 929-7515 
2084,Florida,Hollywood,33024,6848 Stirling Road , (954) 362-0104 
2085,Florida,Homestead,33030,810 West Mowry Drive , (305) 248-4334 
2086,Florida,Homestead,33030,654 NE 9th Place , (305) 248-3488x215 
2087,Florida,Homestead,33033,2008 NE 8th Street , (305) 547-6890 
2088,Florida,Homestead,33032,13955 SW 264th Street , (786) 481-5885 
2089,Florida,Homestead,33030,950 North Krome Avenue , (305) 248-0874 
2090,Florida,Immokalee,34142,425 North 1st Street , (239) 657-4434 
2091,Florida,Jacksonville,32216,5730 Bowden Road , (904) 551-0760 
2092,Florida,Jacksonville,32210,4250 Lakeside Drive , (904) 807-1203 
2093,Florida,Jacksonville,32210,4595 Lexington Avenue , (904) 448-4700x500 
2094,Florida,Jacksonville,32208,1110 Edgewood Avenue West , (904) 448-4700x600 
2095,Florida,Jacksonville,32207,5776 Saint Augustine Road , (904) 448-4700 
2096,Florida,Jacksonville,32207,3027 San Diego Road , (904) 493-8305 
2097,Florida,Jacksonville,32216,2121 Corporate Square Boulevard , (904) 207-7073 
