,State,City,Zip,Address,Phone,Name
4890,Minnesota,Aitkin,56431,13 3rd Street NE,(218) 928-8003,Northern Pines Mental Health Center Aitkin Outpatient Office
4891,Minnesota,Aitkin,56431,601 Bunker Hill Drive,(218) 670-0005,Northland Counseling Center Inc
4892,Minnesota,Alexandria,56308,702 34th Avenue East,(320) 762-2400,Lakeland Mental Health Center
4893,Minnesota,Alexandria,56308,507 22nd Avenue East,(320) 762-5124,Lutheran Social Service of Minnesota
4894,Minnesota,Alexandria,56308,515 22nd Avenue East,(320) 759-2640,Max J Beilke Community Based Outpatient Clinic
4895,Minnesota,Alexandria,56308,512 30th Avenue East,(320) 762-5411,Solutions Behavioral Healthcare
4896,Minnesota,Alexandria,56308,620 9th Avenue West,(320) 763-3466,Thrive Behavioral Network Milestones
4897,Minnesota,Alexandria,56308,1106 Broadway Street,(320) 763-6261x206,Vikingland Community Support
4898,Minnesota,Andover,55304,13819 Hanson Boulevard NW,(612) 672-6999,Fairview Counseling Center Fairview Andover Clinic
4899,Minnesota,Annandale,55302,400 Annandale Boulevard,(651) 259-3850,CBHH Annandale
4900,Minnesota,Anoka,55303,22426 Saint Francis Boulevard,(763) 753-2500,Bar None Residential Trt Services
4901,Minnesota,Anoka,55303,7545 Veterans Drive,(612) 467-4010,Northwest Metro VA Clinic
4902,Minnesota,Austin,55912,510 23rd Avenue NW,(507) 433-5569,Austin Manor IRTS Thrive Behavioral Network LLC
4903,Minnesota,Austin,55912,1111 28th Street NE,(507) 433-1843,Gerard Academy
4904,Minnesota,Baxter,56425,14241 Grand Oaks Drive,(218) 316-3101,CBHH Baxter
4905,Minnesota,Baxter,56425,13045 Falcon Drive,(218) 829-9307,Nystrom and Associates Ltd
4906,Minnesota,Benson,56215,185 Highway 9 NE,(320) 843-4815,Heartland Girls Ranch
4907,Minnesota,Benson,56215,1213 Pacific Avenue,(320) 843-2061,Woodland Centers Swift County Clinic
4908,Minnesota,Brainerd,56401,716 East Street NE,(218) 828-7379,Lutheran Social Services of Minnesota
4909,Minnesota,Brainerd,56401,520 NW 5th Street,(218) 829-3235,Northern Pines Mental Health Center Brainerd Outpatient Office
4910,Minnesota,Brainerd,56401,823 Maple Street,(218) 454-4066,Northern Pines Mental Health Center Maple Street Office
4911,Minnesota,Brainerd,56401,201 West Laurel Street,(218) 454-3844,Safe Harbor
4912,Minnesota,Brainerd,56401,722 NW 7th Street,(218) 855-1115,Saint Cloud VAMC Brainerd CBOC
4913,Minnesota,Brainerd,56401,523 North 3rd Street,(218) 828-7437,St Josephs Medical Center Grace Unit
4914,Minnesota,Bricelyn,56014,63 County Road 2,(507) 653-4029,Minnesota Girls Academy
4915,Minnesota,Burnsville,55337,501 Highway 13 East,(651) 681-9366,Mental Health Resources Inc
4916,Minnesota,Burnsville,55306,2105 West 143rd Street,(952) 303-6832,Pinnacle Behavioral Healthcare
4917,Minnesota,Caledonia,55921,121 South Marshall Street,(507) 725-2022,Hiawatha Valley Mental Health Center
4918,Minnesota,Cambridge,55008,701 South Dellwood Street,(763) 688-7700,Cambridge Medical Center 1 East Inpatient Mental Health Unit
4919,Minnesota,Cloquet,55720,40 11th Street,(218) 879-4559,Human Development Center
4920,Minnesota,Cottage Grove,55016,8451 East Point Douglas Road South,(651) 777-5222,Canvas Health Inc Cottage Grove
4921,Minnesota,Crookston,56716,603 Bruce Street,(218) 281-3940,Northwestern Mental Health Ctr Inc
4922,Minnesota,Dawson,56232,669 Sixth Street,(320) 769-4864,Woodland Centers Lac qui Parle County Clinic
4923,Minnesota,Detroit Lakes,56501,928 8th Street SE,(218) 847-1676,DETROIT LAKES Lakeland Mental Health Center
4924,Minnesota,Detroit Lakes,56501,211 Holmes Street West,(218) 847-0629,Lutheran Social Service of Minnesota
4925,Minnesota,Detroit Lakes,56501,1104 West River Road,(218) 844-6853,Solutions Behavioral Healthcare
4926,Minnesota,Duluth,55812,16 South 18th Avenue East,(218) 724-8844,Arrowhead House East Intensive Resdential Treatment Serv
4927,Minnesota,Duluth,55811,715 East Central Entrance,(218) 723-8153,Arrowhead Psychological Clinic
4928,Minnesota,Duluth,55811,4720 Burning Tree Road,(218) 623-1800,Birch Tree Center Thrive Behavioral Network
4929,Minnesota,Duluth,55803,4849 Ivanhoe Street,(218) 728-7418,Cambia Hills Day Trt Program Intensive Day Treatment Program
4930,Minnesota,Duluth,55811,615 Pecan Avenue,(218) 355-2100,Essentia Health
4931,Minnesota,Duluth,55812,1610 East 1st Street,(218) 724-2945x6,Fresh Start
4932,Minnesota,Duluth,55803,4321 Allendale Avenue,(218) 728-7500,Hills Youth and Family Services
4933,Minnesota,Duluth,55805,1401 East 1st Street,(218) 728-4491,Human Development Center
4934,Minnesota,Duluth,55805,810 East 4th Street,(218) 728-4491,Human Development Center
4935,Minnesota,Duluth,55805,1412 East 2nd Street,(218) 728-4491,Human Development Center
4936,Minnesota,Duluth,55812,714 West College Street,(218) 724-8815,Northwood Childrens Services Chester Creek Intensive Day Trt
4937,Minnesota,Duluth,55811,714 West College Street,(218) 724-8815,Northwood Childrens Services Little Learners Enrichment Center
4938,Minnesota,Duluth,55812,714 West College Street,(218) 724-8815,Northwood Childrens Services Main Campus
4939,Minnesota,Duluth,55807,4000 West 9th Street,(218) 625-2669,Northwood Childrens Services Merritt Creek Day Treatment
4940,Minnesota,Duluth,55807,4000 West 9th Street,(218) 628-0237,Northwood Childrens Services West Campus
4941,Minnesota,Duluth,55802,332 West Superior Street,(218) 722-4379,Nystrom and Associates Ltd
4942,Minnesota,Duluth,55805,915 East 1st Street,(218) 249-5555,Saint Lukes Hospital Behavioral Health
4943,Minnesota,Duluth,55805,220 North 6th Avenue East,(218) 249-7000,St Lukes Mental Health Services
4944,Minnesota,Eden Prairie,55344,6458 City West Parkway,(952) 767-5900,EDEN PRAIRIE Fraser Eden Prairie
4945,Minnesota,Elk River,55330,17205 Yale Street NW,(763) 432-9749,ELK RIVER DBT and EMDR Specialists PA
4946,Minnesota,Elk River,55330,9245 Quantrelle Avenue,(763) 746-9492,Nystrom and Associates Ltd Watterfront Commons II Building
4947,Minnesota,Ely,55731,720 Miners Drive East,(612) 467-4010,Ely VA Clinic
4948,Minnesota,Farmington,55024,19685 Pilot Knob Road,(612) 672-6999,Fairview Counseling Center Fairview Farmington Clinic
4949,Minnesota,Fergus Falls,56537,980 South Tower Road,(218) 736-6987,FERGUS FALLS Lakeland Mental Health Center
4950,Minnesota,Fergus Falls,56537,712 South Cascade Street,(218) 736-8000x8204,Lake Region HealthCare
4951,Minnesota,Fergus Falls,56537,731 Western Avenue North,(218) 736-5431x222,Lutheran Social Services of Minnesota
4952,Minnesota,Fergus Falls,56537,1806 Fir Avenue East,(218) 998-2992,Solutions Behavioral Healthcare
4953,Minnesota,Forest Lake,55025,555 West Broadway Avenue,(651) 777-5222x5201,Canvas Health Inc Forest Lake
4954,Minnesota,Glenwood,56334,100 17th Avenue NW,(320) 634-3446,Lakeland Mental Health Center
4955,Minnesota,Grand Rapids,55744,516 South Pokegama Avenue,(218) 327-2001,GRAND RAPIDS Lakeview Behavioral Health
4956,Minnesota,Grand Rapids,55744,413 SE 13th Street,(218) 999-9908,ADLT CHLD SNR YAD North Homes Child and Family Services
4957,Minnesota,Grand Rapids,55744,215 SE 2nd Avenue,(218) 326-1274,Northland Counseling Center
4958,Minnesota,Grand Rapids,55744,3130 SE 2nd Avenue,(218) 326-5114,Northland Counseling Center Inc Kiesler Wellness Center
4959,Minnesota,Hibbing,55746,990 West 41st Street,(612) 467-4010,Hibbing VA Clinic
4960,Minnesota,Hibbing,55746,2729 East 13th Avenue,(218) 293-4789,Lakeview Behavioral Health
4961,Minnesota,Hibbing,55746,3203 3rd Avenue West,(218) 263-9237,ADLT CHLD SNR YAD Range Mental Health Center Inc
4962,Minnesota,Hopkins,55305,1001 Highway 7,(952) 426-6600,Headway Emotional Health Services
4963,Minnesota,Hopkins,55305,2000 Hopkins Crossroad,(952) 541-4738,Volunteers of America of Minnesota Omegon Inc Residential Trt Ctr
4964,Minnesota,Hutchinson,55350,1095 Highway 15 South,(320) 484-4610,Hutchinson Health Mental Health Clinic
4965,Minnesota,International Falls,56649,900 5th Street,(218) 283-3406,INTERNATIONAL FALLS Northland Counseling Center
4966,Minnesota,Inver Grove Heights,55077,5625 Cenex Drive,(651) 552-1720,Health Partners Inver Grove Heights Clinic/BH
4967,Minnesota,Jackson,56143,401 West Street,(507) 847-2423,Southwestern Mental Health Ctr Inc
4968,Minnesota,Kasson,55944,17 5th Street SE,(507) 634-4639,South Central Human Relations Center
4969,Minnesota,Lake Elmo,55042,8669 Eagle Point Boulevard,(651) 379-0444,LAKE ELMO Counseling Care
4970,Minnesota,Lake Elmo,55042,8550 Hudson Boulevard North,(651) 254-8580,Health Partners
4971,Minnesota,Lake Elmo,55042,3819 Laverne Avenue North,(651) 770-2224,Willow Haven IRTS Thrive Behavioral Network LLC
4972,Minnesota,Lakeville,55044,18580 Joplin Avenue,(612) 672-6999,Fairview Counseling Center Fairview Lakeville Clinic
4973,Minnesota,Le Sueur,56058,760 Elmwood Avenue South,(507) 931-8040,Counseling Services of Southern MN Le Sueur
4974,Minnesota,Litchfield,55355,612 South Sibley Avenue,(320) 693-3242x4535,Meeker Memorial Hospital Senior Behavioral Health Services
4975,Minnesota,Litchfield,55355,114 North Holcombe Avenue,(320) 693-7221,Woodland Centers Meeker County Clinic
4976,Minnesota,Little Falls,56345,1906 5th Avenue SE,(320) 632-6647,Northern Pines Mental Health Center Little Falls Outpatient Office
4977,Minnesota,Long Prairie,56347,16 9th Street SE,(320) 732-6602,Northern Pines Mental Health Center Long Prairie Outpatient Office
4978,Minnesota,Luverne,56156,117 South Spring Street,(507) 283-9511,Southwestern Mental Health Ctr Inc
4979,Minnesota,Mankato,56001,410 South 5th Street,(507) 304-4319,Blue Earth County Human Services Mental Health Center
4980,Minnesota,Mankato,56001,421 East Hickory Drive,(507) 345-3812,Christian Family Counseling
4981,Minnesota,Mankato,56001,226 North Broad Street,(507) 931-8040,Counseling Services of Southern MN
4982,Minnesota,Mankato,56002,825 South Front Street,(507) 344-3365,Horizon Homes Inc Intensive Residential Treatment/IRTS
4983,Minnesota,Mankato,56001,306 Byron Street,(507) 344-3361,Horizon Homes Inc ARMHS Adult Rehabilitative Mental Health
4984,Minnesota,Mankato,56001,710 South 2nd Street,(507) 625-7660,Lutheran Social Service of Minnesota
4985,Minnesota,Mankato,56001,1961 Premier Drive,(507) 387-2939,Mankato VA Clinic
4986,Minnesota,Mankato,56003,342 Belgrade Avenue,(507) 388-3181,Sioux Trails Mental Health Center
4987,Minnesota,Mankato,56001,2100 Bassett Drive,(507) 344-0621,South Central Crisis Center
4988,Minnesota,Marshall,56258,300 South Bruce Street,(507) 537-9318,Avera Marshall Regional Medical Center Behavioral Health Center
4989,Minnesota,Marshall,56258,1212 East College Drive,(507) 532-3236,Western Mental Health Center
4990,Minnesota,Minneapolis,55407,800 East 28th Street,(612) 863-4000,Abbott Northwestern Hospital Allina Mental Health Services
4991,Minnesota,Minneapolis,55432,480 Osborne Road NE,(763) 236-3880x26085,Allina Mental Health Unity Clinic
4992,Minnesota,Minneapolis,55404,1215 South 9th Street,(612) 333-0111,Andrew Residence
4993,Minnesota,Minneapolis,55416,4027 County Road 25,(612) 925-6033,Associated Clinic of Psychology
4994,Minnesota,Minneapolis,55449,10300 Flanders Street NE,(763) 230-7470,Avanti Center for Girls
4995,Minnesota,Minneapolis,55426,8441 Wayzata Boulevard,(651) 769-6300,BHSI Golden Valley
4996,Minnesota,Minneapolis,55425,1701 American Boulevard East,(651) 777-5222,Canvas Health Inc
4997,Minnesota,Minneapolis,55404,910 East 26th Street,(612) 813-7179,Childrens Minnesota Ctr for the Trt of Eating Disorder
4998,Minnesota,Minneapolis,55404,2001 Bloomington Avenue South,(612) 301-3433,Community University Healthcare Ctr Mental Health Clinic
4999,Minnesota,Minneapolis,55441,12800 Industrial Park Boulevard,(763) 412-0722,DBT and EMDR Specialists PA
5000,Minnesota,Minneapolis,55443,10000 Zane Avenue North,(612) 672-6999,Fairview Counseling Center Fairview Brooklyn Park Clinic
5001,Minnesota,Minneapolis,55421,4000 Central Avenue NE,(612) 672-6999,Fairview Counseling Center Fairview Columbia Heights Clinic
5002,Minnesota,Minneapolis,55454,2450 Riverside Avenue,(612) 672-6999,Fairview Counseling Center Univ of Minnesota Medical Ctr
5003,Minnesota,Minneapolis,55435,6401 France Avenue South,(952) 924-5701,Fairview Southdale Hospital
5004,Minnesota,Minneapolis,55406,4123 East Lake Street,(612) 729-0340,Family Partnership
5005,Minnesota,Minneapolis,55425,1801 American Boulevard,(952) 767-2267,Fraser Bloomington
5006,Minnesota,Minneapolis,55433,9120 Springbrook Drive NW,(763) 231-2590,Fraser Coon Rapids
5007,Minnesota,Minneapolis,55414,3333 University Avenue SE,(612) 767-7222,Fraser Minneapolis
5008,Minnesota,Minneapolis,55423,2400 West 64th Street,(612) 861-1688,Fraser Richfield
5009,Minnesota,Minneapolis,55423,6425 Nicollet Avenue,(612) 861-1675,Headway Emotional Health Services
5010,Minnesota,Minneapolis,55427,701 Decatur Avenue North,(763) 746-2400,Headway Emotional Health Services
5011,Minnesota,Minneapolis,55454,2220 Riverside Avenue,(612) 341-6800,Health Partners Riverside Clinic/BH
5012,Minnesota,Minneapolis,55416,1665 Utica Avenue South,(952) 541-2550,Health Partners West Clinic/BH Department
5013,Minnesota,Minneapolis,55415,701 Park Avenue,(612) 873-3000,Hennepin County Medical Center Inpatient Psychiatry Units
5014,Minnesota,Minneapolis,55432,7954 University Avenue NE,(763) 780-3036,Lee Carlson Ctr for MH and Well Being
5015,Minnesota,Minneapolis,55404,2400 Park Avenue,(507) 625-7660,Lutheran Social Service of Minnesota Behavioral Health Services
5016,Minnesota,Minneapolis,55404,2105 Minnehaha Avenue,(612) 337-4020,SNR YAD Mental Health Resources Inc
5017,Minnesota,Minneapolis,55432,550 Osborne Road NE,(763) 236-5000,Mercy Hospital Unity Campus
5018,Minnesota,Minneapolis,55417,1 Veterans Drive,(612) 467-4010,Minneapolis VAMC Mental Health
5019,Minnesota,Minneapolis,55422,3366 Oakdale Avenue North,(763) 520-5200,North Memorial Health Mental Health and Addiction
5020,Minnesota,Minneapolis,55422,3300 Oakdale Avenue North,(763) 520-5200,North Memorial Health Hospital Inpatient
5021,Minnesota,Minneapolis,55411,1313 Penn Avenue North,(612) 543-2500,North Point Health and Wellness Ctr Behavioral Health Clinic
5022,Minnesota,Minneapolis,55433,425 Coon Rapids Boulevard NW,(763) 784-3008,North Suburban Counseling Center
5023,Minnesota,Minneapolis,55429,4408 69th Avenue North,(763) 566-3650,Northwest Residence Inc
5024,Minnesota,Minneapolis,55420,1101 East 78th Street,(952) 854-5034,Nystrom and Associates Ltd
5025,Minnesota,Minneapolis,55427,6739 Golden Valley Road,(763) 544-1447,Oasis
5026,Minnesota,Minneapolis,55403,245 Clifton Avenue South,(612) 870-3787,People Inc Nancy Page Crisis Residence
5027,Minnesota,Minneapolis,55433,2708 119th Avenue NW,(763) 862-7944,People Inc Riverwind Crisis Residence
5028,Minnesota,Minneapolis,55411,1319 Girard Avenue North,(612) 529-2040,People Inc Anchor House
5029,Minnesota,Minneapolis,55433,1930 Coon Rapids Boulevard NW,(763) 427-7964,People Incorporated Family Life Mental Health Center
5030,Minnesota,Minneapolis,55421,5384 NE 5th Street,(763) 572-0009,Rescare Community Options Fridley
5031,Minnesota,Minneapolis,55420,8941 Portland Avenue South,(952) 542-6960,Residential Treatment Bloomington
5032,Minnesota,Minneapolis,55416,4029 Utica Avenue South,(952) 928-9390,Tasks Unlimited Training Center
5033,Minnesota,Minneapolis,55406,2516 East 24th Street,(612) 722-1892,Touchstone Residential Treatment
5034,Minnesota,Minneapolis,55454,2450 Riverside Avenue,(612) 273-4158,University of Minnesota Medical Ctr Hospital Inpatient
5035,Minnesota,Minneapolis,55403,143 East 19th Street,(612) 870-4300,Volunteers of America of Minnesota Childrens Residential Treatment Center
5036,Minnesota,Minneapolis,55428,9220 Bass Lake Road,(763) 225-4052,Vona Center for Mental Health
5037,Minnesota,Minneapolis,55405,1100 Glenwood Avenue,(612) 871-1454,Washburn Center for Children
5038,Minnesota,Minnetonka,55345,5125 County Road 101,(952) 932-7277,Relate Counseling Center
5039,Minnesota,Montevideo,56265,1234 East Highway 7,(320) 269-6581,Woodland Centers Chippewa County Clinic
5040,Minnesota,Moorhead,56560,1010 32nd Avenue South,(218) 233-7524,Lakeland Mental Health Center
5041,Minnesota,Moorhead,56560,1301 8th Street South,(701) 234-3100,Sanford Medical Center Behavioral Health Outpatient Adult Services
5042,Minnesota,Moorhead,56560,891 Belsly Boulevard,(218) 287-4338,Solutions Behavioral Healthcare
5043,Minnesota,Moorhead,56560,1704 Belsly Boulevard,(218) 233-8068,Thrive Behavioral Network Gull Harbour
5044,Minnesota,New Ulm,56073,1324 5th Street North,(866) 603-0016,New Ulm Medical Center Allina Health
5045,Minnesota,New Ulm,56073,1310 South German Street,(507) 354-2174,Thrive Behavioral Network Nova House
5046,Minnesota,North Branch,55056,5842 Old Main Street,(651) 777-5222,NORTH BRANCH Canvas Health
5047,Minnesota,Olivia,56277,902 Lincoln Avenue,(320) 523-5526,Woodland Centers Renville County Clinic
5048,Minnesota,Onamia,56359,407 130th Avenue South,(320) 532-4005,Nexus Mille Lacs Academy
5049,Minnesota,Osseo,55369,12915 63rd Avenue North,(952) 826-8400,Paragon
5050,Minnesota,Owatonna,55060,2250 NW 26th Street,(507) 977-2022,Owatonna Hospital Behavioral Health Services
5051,Minnesota,Owatonna,55060,185 Landmark Drive NE,(507) 455-8100,Safe Harbour
5052,Minnesota,Owatonna,55060,610 Florence Avenue,(507) 451-2630,South Central Human Relations Center
5053,Minnesota,Pine City,55063,645 3rd Avenue SW,(320) 629-0059,PINE CITY Empower Recovery Services LLC
5054,Minnesota,Pine River,56474,245 Barclay Avenue,(218) 587-3271,Northern Pines Mental Health Center Pine River Office
5055,Minnesota,Pipestone,56164,1016 8th Avenue SW,(507) 825-5888,Southwestern Mental Health Ctr Inc
5056,Minnesota,Princeton,55371,400 South 2nd Street,(763) 243-1200,Avivo
5057,Minnesota,Redlake,56671,24760 Hospital Drive,(218) 679-0168x4392,PHS Indian Hospital
5058,Minnesota,Red Wing,55066,2835 South Service Drive,(651) 327-2270,RED WING Hiawatha Valley Mental Health Center
5059,Minnesota,Rochester,55901,911 40th Street NW,(507) 281-3508,Family and Childrens Center Rochester Campus
5060,Minnesota,Rochester,55901,3900 Fairway Place NW,(507) 252-0885,Minneapolis VAMC Rochester VA Clinic
5061,Minnesota,Rochester,55904,210 9th Street SE,(507) 287-2766,Olmsted Medical Center Psychiatry
5062,Minnesota,Rochester,55904,343 Wood Lake Drive SE,(507) 289-2089,Zumbro Valley Health Center
5063,Minnesota,Saint Cloud,56303,911 18th Street North,(320) 650-1660,Catholic Charities Caritas Mental Health Clinic
5064,Minnesota,Saint Cloud,56301,1712 7th Avenue South,(320) 650-1590,Catholic Charities Child and Adolescent Day Treatment
5065,Minnesota,Saint Cloud,56304,22 Wilson Avenue NE,(320) 251-7700,Lutheran Social Service of Minnesota
5066,Minnesota,Saint Cloud,56303,1509 24th Avenue North,(320) 252-8648,Northway IRTS
5067,Minnesota,Saint Cloud,56303,1406 6th Avenue North,(320) 251-2700x53228,Saint Cloud Hospital CentraCare Health
5068,Minnesota,Saint Cloud,56303,4801 Veterans Drive,(320) 252-1670,Saint Cloud VAMC Mental Health Service Line 116A
5069,Minnesota,Saint James,56081,1212 Heckman Court,(507) 375-9670,SAINT JAMES Saint James Clinic
5070,Minnesota,Saint Paul,55104,451 Lexington Parkway North,(651) 280-2310,Amherst H Wilder Foundation Community Mental Health and Wellness
5071,Minnesota,Saint Paul,55125,7616 Currell Boulevard,(651) 662-0800,BHSI Woodbury
5072,Minnesota,Saint Paul,55128,7066 Stillwater Boulevard North,(651) 777-5222,Canvas Health Inc
5073,Minnesota,Saint Paul,55102,360 Sherman Street,(651) 220-6451,Childrens Minnesota
5074,Minnesota,Saint Paul,55109,1096 Gervais Avenue,(651) 221-9880,Community Foundations
5075,Minnesota,Saint Paul,55123,3450 Oleary Lane,(651) 395-5783,SNR YAD Community Support Programs
5076,Minnesota,Saint Paul,55123,3450 Oleary Lane,(651) 454-0114,Eagan Counseling Clinic Minnesota Mental Health Clinic
5077,Minnesota,Saint Paul,55124,15650 Cedar Avenue,(612) 672-6999,Fairview Counseling Center Fairview Apple Valley Clinic
5078,Minnesota,Saint Paul,55125,721 Commerce Drive,(651) 424-4000,Fraser Woodbury
5079,Minnesota,Saint Paul,55102,408 Saint Peter Street,(651) 224-0614,Hamm Memorial Psychiatric Clinic
5080,Minnesota,Saint Paul,55102,680 Stewart Avenue,(877) 375-3174,Hazelden Betty Ford St Paul
5081,Minnesota,Saint Paul,55109,2345 Ariel Street North,(651) 254-4793,Health Partners Maplewood Clinic/BH
5082,Minnesota,Saint Paul,55112,3900 Northwoods Drive,(952) 883-6000,Health Partners Region Outpatient
5083,Minnesota,Saint Paul,55118,1312-1314 Livingston Avenue,(651) 457-6999,Livingston IRTS Residence
5084,Minnesota,Saint Paul,55109,1725 Legacy Parkway,(612) 467-4010,Maplewood VA Clinic
5085,Minnesota,Saint Paul,55114,762 Transfer Road,(651) 659-2900,Mental Health Resources Inc
5086,Minnesota,Saint Paul,55114,2324 University Avenue West,(651) 644-4100,Minnesota Center for Psychology
5087,Minnesota,Saint Paul,55126,1280 Birch Lake Boulevard,(651) 429-8544,Northeast Youth and Family Services
5088,Minnesota,Saint Paul,55126,3490 Lexington Avenue North,(651) 486-3808,Northeast Youth and Family Services
5089,Minnesota,Saint Paul,55112,1900 Silver Lake Road NW,(651) 628-9566,Nystrom and Associates Ltd
5090,Minnesota,Saint Paul,55124,7300 West 147th Street,(952) 997-3020,Nystrom and Associates Ltd
5091,Minnesota,Saint Paul,55125,1811 Weir Drive,(651) 714-9646,Nystrom and Associates Ltd
5092,Minnesota,Saint Paul,55127,1056 Centerville Circle,(651) 604-7771x101,Parker Collins Family Mental Health
5093,Minnesota,Saint Paul,55104,1919 University Avenue West,(651) 641-1555,Pathways Counseling Center Inc
5094,Minnesota,Saint Paul,55104,1919 University Avenue West,(651) 266-7999,Ramsey County Mental Health Center
5095,Minnesota,Saint Paul,55117,1585 Rice Street,(651) 487-8088,ResCare MN Inc Community Options Saint Paul
5096,Minnesota,Saint Paul,55102,45 West 10th Street,(651) 232-3000,Saint Josephs Hospital Mental Health and Addiction Clinic
5097,Minnesota,Saint Paul,55101,166 4th Street East,(651) 291-1979,South Metro Human Services
5098,Minnesota,Saint Peter,56082,1306 Marshall Street,(507) 931-8040,Counseling Services of Southern Minnesota Inc
5099,Minnesota,Saint Peter,56082,1715 Sheppard Drive,(507) 934-6122,Leo A Hoffmann Center
5100,Minnesota,Shakopee,55379,327 South Marschall Road,(651) 662-0800,BHSI Shakopee
5101,Minnesota,Shakopee,55379,200 4th Avenue West,(952) 496-8481,Scott County Mental Health Center
5102,Minnesota,South Saint Paul,55075,318 2nd Street North,(651) 455-6800,SOUTH SAINT PAUL Guild South
5103,Minnesota,Staples,56479,49725 County 83,(218) 894-1515x8201,Lakewood Health System
5104,Minnesota,Staples,56479,200 4th Street NE,(218) 894-1002,Northern Pines Mental Health Center Staples Outpatient Office
5105,Minnesota,Stillwater,55082,375 Orleans Street East,(651) 777-5222,Canvas Health Inc
5106,Minnesota,Stillwater,55082,1875 Northwestern Avenue South,(651) 439-4840,FamilyMeans
5107,Minnesota,Thief River Falls,56701,324 East 10th Street,(218) 681-8706x14,THIEF RIVER FALLS Northern Lights Community Residence
5108,Minnesota,Thief River Falls,56701,120 Labree Avenue South,(218) 683-4351,SNR YAD Sanford Behavioral Health Center
5109,Minnesota,Two Harbors,55616,325 11th Avenue,(218) 834-5520,TWO HARBORS Human Development Center
5110,Minnesota,Virginia,55792,624 13th Street South,(218) 749-2881,Range Mental Health Center Inc
5111,Minnesota,Wabasha,55981,611 Broadway Avenue,(651) 565-2234,Hiawatha Valley Mental Health Center
5112,Minnesota,Waconia,55387,540 East 1st Street,(952) 442-4437,Carver County First Street Center
5113,Minnesota,Wadena,56482,11 2nd Street SW,(218) 631-1714,Northern Pines Mental Health Center Wadena Outpatient Office
5114,Minnesota,Wadena,56482,415 Jefferson Street North,(218) 631-3510,Tri County Health Care Wadena
5115,Minnesota,Waite Park,56387,423 Great Oak Drive,(320) 281-5305,WAITE PARK Solutions Behavioral Healthcare
5116,Minnesota,Waseca,56093,204 2nd Street NW,(507) 835-7064,South Central Human Relations Center
5117,Minnesota,Willmar,56201,301 Becker Avenue SW,(320) 235-4390,Carris Health Rice Memorial Hospital Behavioral Health
5118,Minnesota,Willmar,56201,1701 Technology Drive NE,(320) 231-5421,Child/Adolescent Behav Health Services
5119,Minnesota,Willmar,56201,1125 6th Street SE,(320) 235-4613,Woodland Centers
5120,Minnesota,Windom,56101,41385 U.S. Highway 71 North,(507) 831-2090,Southwestern Mental Health Ctr Inc
5121,Minnesota,Winona,55987,420 East Sarnia Street,(507) 454-4341,Hiawatha Valley Mental Health Center
5122,Minnesota,Winona,55987,252 West Wabasha Street,(507) 454-1046,Hiawatha Valley Mental Health Center Bluffview Board and Lodge
5123,Minnesota,Winona,55987,855 Mankato Avenue,(507) 454-3650,Winona Health Services Behavioral Health Services
5124,Minnesota,Worthington,56187,1210 5th Avenue,(507) 376-4141,Southwestern Mental Health Ctr Inc
5125,Minnesota,Worthington,56187,1215 4th Avenue,(507) 372-7671,Southwestern Mental Health Ctr Inc Unity House
5126,Minnesota,Wyoming,55092,6200 Fairview Boulevard,(612) 672-6999,Fairview Counseling Center Fairview Wyoming Clinic
5127,Mississippi,Ackerman,39735,100 Old Sturgis Road,(662) 285-6225x1016,Region VII Community Csl Servs Choctaw County Office
5128,Mississippi,Amory,38821,315 North Main Street,(662) 454-4183,Lifecore Health Group Monroe County Office
5129,Mississippi,Ashland,38603,214 Industrial Road,(662) 426-4697,Lifecore Health Group Benton County
5130,Mississippi,Batesville,38606,155 Keating Road,(662) 561-4032,Panola Medical West
5131,Mississippi,Bay Saint Louis,39520,819 Central Avenue,(228) 467-1881,Region XIII Gulf Coast MH Ctr Hancock County Office
5132,Mississippi,Belzoni,39038,119 East Jackson Street,(662) 247-3256,Belzoni Office Humphneys County
5133,Mississippi,Biloxi,39531,400 Veterans Avenue,(228) 523-5000x8356,Gulf Coast VAMC Behavioral Health Services (16)
5134,Mississippi,Biloxi,39531,180C Debuys Road,(228) 388-0600,Oceans Behavioral Hospital of Biloxi
5135,Mississippi,Booneville,38829,100 Hospital Street,(662) 720-5000,Behavioral Health
5136,Mississippi,Booneville,38829,2100 East Chambers Drive,(662) 728-3174,Region IV Mental Health Services Timber Hills Prentiss County Office
5137,Mississippi,Brandon,39042,350 Crossgates Boulevard,(601) 824-8654,Merit Health Rankin Hospital Behavioral Health Unit
5138,Mississippi,Brandon,39042,613 Marquette Road,(601) 824-0342,Rankin Cnty Ofc/Alc/Drug Trt Servs
5139,Mississippi,Brookhaven,39601,725 Brookman Drive Extension,(601) 823-2300,CSU
5140,Mississippi,Brookhaven,39601,624 Highway 51 North,(601) 823-2345,Lincoln County Office
5141,Mississippi,Byhalia,38611,8062 Highway 178 West,(662) 333-8102,Health Connect America
5142,Mississippi,Canton,39046,103 South Lake Circle Drive,(601) 859-8371,Madison County Office
5143,Mississippi,Carthage,39051,529 East Main Street,(601) 267-3551,Region X Weems CMHC Leake County
5144,Mississippi,Charleston,38921,13 North Market Street,(662) 647-3240,Region I Mental Health Center Tallahatchie County Office
